300		
97.9	15.8	0
113	18.7	0
96.2	14.8	0
103.5	15.5	0
104.9	7.8	0
92.7	10.5	0
91.3	13.3	0
100.6	9.1	0
90.2	15.6	0
88.9	14.8	0
97.8	13.3	0
83.6	12.1	0
90.5	13.7	0
99.9	12.7	0
98.3	19.6	0
102.3	15.7	0
91.5	12.1	0
95.6	18.6	0
88.3	12.7	0
72.2	15	0
107.8	12.6	0
83.6	11.7	0
86.4	17.4	0
104.5	16.3	0
89.7	19.7	0
108.4	19.2	0
104.4	13.5	0
85.4	16.9	0
109	15.6	0
99.2	12.6	0
93.8	12.7	0
101.9	17.3	0
96.4	7.6	0
78.6	15.9	0
97.4	18.6	0
107.1	14.7	0
110.1	12.1	0
96	13.4	0
112.7	19.1	0
95.9	9.2	0
101.2	15	0
93.4	11.7	0
94.3	14.9	0
98.6	17.3	0
93.7	16.8	0
94.8	19.6	0
98.7	19	0
102.1	14.3	0
101.1	13.2	0
106.7	9.5	0
81.3	11.9	0
104.6	22.6	0
95.6	19.1	0
88.4	8.3	0
100.1	8.5	0
110.1	10.1	0
96.8	13.4	0
86.4	14.5	0
100.4	7.6	0
102.3	15.3	0
101.4	16.5	0
88.2	21.8	0
109.8	18.1	0
101.4	16.5	0
110.2	9.9	0
90.4	15.8	0
93.3	10.9	0
115.6	14	0
107.6	14.7	0
102.7	19.4	0
85.3	20.7	0
87.3	16.3	0
71.6	14	0
83.7	9.8	0
89.8	16.1	0
84.2	17.9	0
104.1	17.3	0
103.5	16.8	0
100.7	15.4	0
103.4	20.3	0
85.7	14.3	0
95.9	18.8	0
78.6	15.8	0
91.9	12	0
90.7	16.5	0
92.8	12.6	0
93.2	11.7	0
94.3	19.1	0
102.4	18.8	0
101.1	10.4	0
83.4	21.3	0
88.7	16.4	0
94	14.2	0
97.7	12.3	0
109.8	17.2	0
114.6	10.3	0
91.9	14.3	0
97.2	17	0
